tipo de gasto,up,ur,pp,programa presupuestario,importe,year
PROGRAMABLE,SECRETARIA DE TURISMO,SECRETARIA DE TURISMO,261,Soporte JurIdico de la SecretarIa de Turismo,"6,876,304.75",2018
PROGRAMABLE,SECRETARIA DE TURISMO,SECRETARIA DE TURISMO,262,PromociOn y Fomento a la InversiOn TurIstica Privada,"3,839,788.98",2018
PROGRAMABLE,SECRETARIA DE TURISMO,SECRETARIA DE TURISMO,267,Apoyo a la operaciOn turIstica regional,"7,441,711.75",2018
PROGRAMABLE,SECRETARIA DE TURISMO,SECRETARIA DE TURISMO,653,GestiOn de InversiOn PUblica en Infraestructura y equipamiento turIstico,"41,386,170.56",2018
PROGRAMABLE,SECRETARIA DE TURISMO,SECRETARIA DE TURISMO,659,CapacitaciOn y Competitividad TurIstica,"1,761,387.76",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,275,Desarrollo y fomento de Actividades AcuIcolas y Pesqueras en el Estado de Jalisco,"25,287,930.02",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,276,EstImulo y reactivaciOn de rastros,"4,151,714.46",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,279,Programa las Organizaciones Cooperativas para el Bienestar de la Mujer Productiva Rural.,"4,813,341.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,290,"Programa de Apoyo a la Agricultura, seguro por siniestros en actividades agropecuarias","79,900,948.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,292,Fortalecimiento a los Centros de Desarrollo FrutIcola CDF y capacitaciOn a productores hortofrutIcolas de Jalisco,"12,250,737.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,296,Programa Estatal de Apoyo y Servicios a la GanaderIa y al Sector Lechero,"34,647,815.44",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,304,Programa de apoyo a la agricultura a travEs de insumos estratEgicos,"72,601,064.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,305,"PromociOn Comercial de Productos Agropecuarios y AcuIcolas en Ferias, Expos y Giras Comerciales","5,428,843.53",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,319,"Programa de planeaciOn, capacitaciOn y desarrollo rural sustentable en el Estado de Jalisco","54,863,442.20",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,SECRETARIA DE DESARROLLO RURAL,320,AdministraciOn y OperaciOn de Recursos de la SEDER,"143,740,895.16",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,FIDEICOMISO ALIANZA PARA EL CAMPO EN EL ESTADO DE JALISCO (FACEJ),200,ConstrucciOn de Obras HidrAulicas en el Estado,"25,000,000.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,FIDEICOMISO ALIANZA PARA EL CAMPO EN EL ESTADO DE JALISCO (FACEJ),318,Programa de Concurrencia,"71,450,000.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO RURAL,FIDEICOMISO ALIANZA PARA EL CAMPO EN EL ESTADO DE JALISCO (FACEJ),917,Programa de proyectos estratEgicos del FACEJ,"93,562,500.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,321,GestiOn Sustentable del Territorio,"105,761,389.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,326,Ordenamiento EcolOgico y Territorial,"23,798,026.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,327,Desarrollo urbano,"14,980,725.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,328,GestiOn Ambiental en el Estado de Jalisco,"47,804,536.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,329,Gobernanza para la sustentabilidad,"40,678,398.12",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,330,"Manejo, ConservaciOn, RestauraciOn y ProtecciOn de los ecosistemas del Estado","101,448,793.70",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,333,"Transparencia, Eficiencia y GestiOn Administrativa en la Secretaria del Medio Ambiente y Desarrollo Territorial","35,082,079.37",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,905,ConservaciOn y Manejo de los Ecosistemas y Biodiversidad del Estado,"39,022,473.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,FIDEICOMISO DE DESARROLLO URBANO DE JALISCO (FIDEUR),745,Desarrollo Urbano Sustentable en el Estado de Jalisco,"1,000,000.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,ORGANISMO OPERADOR DEL PARQUE DE LA SOLIDARIDAD,332,AtenciOn a personas que visitan los parques Solidaridad y Montenegro,"18,428,470.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,PARQUE METROPOLITANO DE GUADALAJARA,331,AdministraciOn y OperaciOn del Parque Metropolitano de Guadalajara,"15,357,952.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,OPD BOSQUE LA PRIMAVERA,324,AdministraciOn y Manejo del Area de ProtecciOn de Flora y Fauna La Primavera,"19,301,247.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,FIDEICOMISO PARA LA ADMINISTRACION DEL PROGRAMA DE DESARROLLO FORESTAL DEL ESTADO DE JALISCO (FIPRODEFO),325,"Programa de Impulso al Desarrollo de los Sectores Agropecuarios, Forestal y Vida Silvestre","6,745,397.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,PROCURADURIA DE DESARROLLO URBANO,918,PlaneaciOn Urbana para la restituciOn de garantIas a grupos vulnerables,"571,900.02",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,PROCURADURIA DE DESARROLLO URBANO,921,"Desarrollo Urbano sostenible, equitativo y ordenado","24,040,419.98",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL (PROCURADURIA ESTATAL DE PROTECCION AL AMBIENTE (PROEPA)),322,"Normatividad, Seguridad y Justicia Ambiental","16,726,732.00",2018
PROGRAMABLE,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,FONDO ESTATAL DE PROTECCION AL AMBIENTE DEL ESTADO DE JALISCO,920,GestiOn estratEgica para el desarrollo sustentable de Jalisco,"83,508,366.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,335,Estrategias para la SuperaciOn de la Pobreza y Desarrollo Territorial,"165,843,283.73",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,337,"AmpliaciOn de Oportunidades Educativas para Niñas, Niños y JOvenes","448,433,065.73",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,342,Bienestar econOmico y social para los adultos mayores,"626,791,637.22",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,346,CoinversiOn Social,"69,973,386.98",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,347,Seguridad Alimentaria,"69,297,464.92",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,350,AtenciOn a Desastres Naturales,"3,737,803.16",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,351,Fortalecimiento Institucional para la OperaciOn de Programas Sociales,"52,353,363.61",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,912,InclusiOn de Personas con Discapacidad,"58,531,512.31",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,913,Apoyo al ingreso del hogar con jefatura femenina,"209,096,801.08",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA JALISCO (DIF),356,Bienestar de la niñez y sus familias,"95,229,390.89",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA JALISCO (DIF),357,Bienestar alimentario y desarrollo comunitario,"752,824,787.80",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA JALISCO (DIF),358,InclusiOn para el Bienestar de Grupos Prioritarios,"216,951,293.30",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA JALISCO (DIF),701,Museo Trompo MAgico,"24,964,414.04",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,HOGAR CABAÑAS,373,"AtenciOn integral de niñas, niños y adolescentes en situaciOn de vulnerabilidad","91,033,707.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,INSTITUTO JALISCIENSE DE ASISTENCIA SOCIAL,378,Servicios de Asistencia Social a Grupos Vulnerables,"49,852,000.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,COMISION ESTATAL INDIGENA,382,Desarrollo Integral de los Pueblos IndIgenas,"5,838,940.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,INSTITUTO JALISCIENSE DEL ADULTO MAYOR,384,Cultura de envejecimiento y respeto a los Adultos Mayores,"9,226,175.64",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,FONDO ESTATAL DE DESASTRES NATURALES (FOEDEN),708,Fideicomiso Fondo Estatal de Desastres Naturales Jalisco (FOEDEN),"58,462,418.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,FIDEICOMISO ATENCION A JALISCIENSES EN EL EXTRANJERO,362,AtenciOn a Jaliscienses en el Extranjero,"4,500,000.00",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL (CONSEJO ESTATAL PARA LA ATENCION E INCLUSION DE PERSONAS CON DISCAPACIDAD (COEDIS)),345,Desarrollo e InclusiOn de Personas con Discapacidad,"8,647,629.98",2018
PROGRAMABLE,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL,SECRETARIA DE DESARROLLO E INTEGRACION SOCIAL (INSTITUTO JALISCIENSE PARA LOS MIGRANTES),360,AtenciOn para el Desarrollo de Migrantes,"5,484,884.61",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA","SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",391,Programa de Impulso a la Ciencia y Desarrollo TecnolOgico,"8,756,661.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA","SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",392,"EducaciOn superior con calidad, pertinencia, equidad y flexibilidad","138,279,740.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA","SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",437,"Proyectos de InnovaciOn, Empresarial y Social","13,453,965.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA","SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",692,"ConducciOn de la PolItica de InnovaciOn, Ciencia y TecnologIa.","50,773,410.58",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",UNIVERSIDAD TECNOLOGICA DE JALISCO,395,EducaciOn Superior TecnolOgica en las Regiones (UTJ),"43,635,390.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",UNIVERSIDAD TECNOLOGICA DE LA ZONA METROPOLITANA DE GUADALAJARA,406,EducaciOn Superior TecnolOgica en las Regiones (UTZMG),"19,936,708.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",UNIVERSIDAD POLITECNICA DE LA ZONA METROPOLITANA DE GUADALAJARA,420,EducaciOn Superior TecnolOgica en las Regiones (UPZMG),"13,718,093.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",CONSEJO ESTATAL DE CIENCIA Y TECNOLOGIA DEL ESTADO DE JALISCO,660,"GestiOn de Fondos y Programas de Apoyo de Ciencia, TecnologIa e InnovaciOn","68,899,034.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",CONSEJO ESTATAL DE CIENCIA Y TECNOLOGIA DEL ESTADO DE JALISCO,661,OperaciOn del Fondo de Ciencia y TecnologIa de Jalisco,"77,925,000.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",FIDEICOMISO CIUDAD CREATIVA DIGITAL,220,Ciudad Creativa Digital,"35,165,492.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",INSTITUTO TECNOLOGICO JOSE MARIO MOLINA PASQUEL Y HENRIQUEZ,401,EducaciOn Superior TecnolOgica en las Regiones,"279,678,058.00",2018
PROGRAMABLE,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",AGENCIA DE ENERGIA DEL ESTADO DE JALISCO,818,Desarrollo y ejecuciOn de la polItica y estrategia energEtica del Estado,"9,825,428.54",2018
PROGRAMABLE,SECRETARIA DE CULTURA,SECRETARIA DE CULTURA,447,Programa de Desarrollo Cultural en los Municipios,"33,703,943.90",2018
PROGRAMABLE,SECRETARIA DE CULTURA,SECRETARIA DE CULTURA,453,Programa de ProtecciOn y Aprovechamiento del Patrimonio Cultural de Jalisco,"45,419,718.00",2018
PROGRAMABLE,SECRETARIA DE CULTURA,SECRETARIA DE CULTURA,464,Programa de Fomento Cultural y ArtIstico,"81,760,587.40",2018
PROGRAMABLE,SECRETARIA DE CULTURA,SECRETARIA DE CULTURA,814,Programa para el Desarrollo del Sector ArtIstico,"29,763,932.00",2018
PROGRAMABLE,SECRETARIA DE CULTURA,SECRETARIA DE CULTURA,816,"Programa para la PlaneaciOn, DifusiOn, OperaciOn y EvaluaciOn de la PolItica Cultural.","83,616,459.07",2018
PROGRAMABLE,SECRETARIA DE CULTURA,SECRETARIA DE CULTURA,906,Programa de Fomento a la Lectura,"70,130,607.40",2018
PROGRAMABLE,SECRETARIA DE CULTURA,SECRETARIA DE CULTURA,907,Programa de FormaciOn ArtIstica,"7,506,101.20",2018
PROGRAMABLE,SECRETARIA DE CULTURA,INSTITUTO CULTURAL CABAÑAS,427,"Programa de conservaciOn, promociOn y difusiOn del Instituto Cultural Cabañas","21,154,072.00",2018
PROGRAMABLE,SECRETARIA DE CULTURA,SISTEMA JALISCIENSE DE RADIO Y TELEVISION,436,Radio y TelevisiOn Jalisciense,"61,828,116.00",2018
PROGRAMABLE,SECRETARIA DE CULTURA,FIDEICOMISO ORQUESTA FILARMONICA DE JALISCO (FOFJ),465,"Programa de OperaciOn, PromociOn y DifusiOn de la Orquesta FilarmOnica de Jalisco","50,876,270.00",2018
PROGRAMABLE,SECRETARIA DE CULTURA,FIDEICOMISO FONDO ESTATAL DE FOMENTO PARA LA CULTURA Y LAS ARTES (FEFCA),445,Programa de Fomento a la Cultura y las Artes en el Estado de Jalisco,"45,262,062.94",2018
PROGRAMABLE,SECRETARIA DE CULTURA,FIDEICOMISO FONDO ESTATAL DE FOMENTO PARA LA CULTURA Y LAS ARTES (FEFCA),448,"Sistema Estatal de Ensambles y Orquestas Comunitarias: ECOS, MUsica para el Desarrollo","34,235,142.00",2018
PROGRAMABLE,SECRETARIA DE CULTURA,SECRETARIA DE CULTURA (CONSEJO ESTATAL PARA LA CULTURA Y LAS ARTES),451,Actividades del Consejo Estatal para la Cultura y las Artes,"1,003,017.00",2018
PROGRAMABLE,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,466,ConducciOn de la SecretarIa del Trabajo y PrevisiOn Social,"13,487,328.63",2018
PROGRAMABLE,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,467,ImparticiOn de Justicia Laboral en el Estado,"153,987,717.63",2018
PROGRAMABLE,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,468,ProcuraciOn de Justicia Laboral y ConciliaciOn Laboral Administrativa en el Estado,"27,508,950.00",2018
PROGRAMABLE,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,469,Programa de Apoyo para el fortalecimiento del Empleo en el Estado,"144,515,502.75",2018
PROGRAMABLE,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,471,Fomentar el Cumplimiento de la Normatividad Laboral y de Seguridad e Higiene del Estado,"23,098,585.27",2018
PROGRAMABLE,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,639,AdministraciOn de recursos de la SecretarIa del Trabajo y PrevisiOn Social,"76,860,866.85",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,472,ResoluciOn de procedimientos jurIdicos en materia de movilidad en el Estado.,"55,533,087.84",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,475,"InformaciOn Ciudadana y AdministraciOn Eficiente y Eficaz de los Recursos Humanos, Materiales y Financieros de la SEMOV","232,395,306.47",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,477,OperaciOn y mejoramiento de los dispositivos de control de trAfico.,"35,743,079.72",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,479,AutorizaciOn en la aplicaciOn de los lineamientos tEcnicos para modificaciOn de la infraestructura vial.,"25,569,921.00",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,480,Concesiones y Reordenamiento de rutas del Servicio de Transporte PUblico en sus diferentes modalidades,"28,469,059.95",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,481,ProfesionalizaciOn de los servidores pUblicos; sistematizaciOn y mejoramiento de los procesos.,"12,829,033.00",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,484,OperaciOn de la vigilancia vial.,"722,171,914.99",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,485,PromociOn de la cultura vial y servicios de movilidad.,"86,901,245.14",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,486,Programa de EmisiOn de Licencias de Conducir,"66,684,909.20",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD,487,Operativo Salvando Vidas,"13,443,739.00",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SISTEMA DE TREN ELECTRICO URBANO (SITEUR),488,Sistema de Tren ElEctrico Urbano.,"313,823,781.00",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,INSTITUTO DE MOVILIDAD Y TRANSPORTE DEL ESTADO DE JALISCO,478,Sistema de Bicicletas PUblicas (Mibici),"100,444,034.00",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,INSTITUTO DE MOVILIDAD Y TRANSPORTE DEL ESTADO DE JALISCO,493,Movilidad y Transportes Sustentables.,"28,334,898.00",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,SECRETARIA DE MOVILIDAD (REGISTRO ESTATAL DE LOS SERVICIOS PUBLICOS DE TRANSITO Y TRANSPORTE),483,AdministraciOn del registro y manejo de la informaciOn de los actos y actores de movilidad.,"8,617,501.37",2018
PROGRAMABLE,SECRETARIA DE MOVILIDAD,FIDEICOMISO DE ADMINISTRACION PARA LA MEJORA DE LA SEGURIDAD VIAL,924,Programa de mejora de la Seguridad Vial,"393,484,740.00",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,495,Productos Inteligentes Terminados,"104,046,446.64",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,501,DifusiOn de Logros y Resultados de la FiscalIa General del Estado,"67,967,695.07",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,502,Fortalecimiento Institucional de la FiscalIa General del Estado,"840,465,076.95",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,508,Fortalecimiento del Sistema Legal Aplicable a la FiscalIa General del Estado,"51,131,610.81",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,509,InformaciOn EstratEgica para la Toma de Decisiones de la FiscalIa General del Estado,"6,966,896.20",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,511,"AtenciOn a denuncias, quejas, evaluaciones de eficacia y calidad en actuar de servidores y elementos.","34,545,944.38",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,520,RepresentaciOn JurIdica en la Seguridad PUblica y la ProcuraciOn de Justicia,"161,700,954.37",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,530,"Mecanismos y CoordinaciOn para la Seguridad, el Orden y la Paz PUblica en el Estado","2,376,854,367.18",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,531,ReinserciOn de los Adultos y Adolescentes a la Sociedad,"350,774,042.23",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,532,Centros Penitenciarios Mayores,"403,834,408.33",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,534,Centros con Capacidad Media y CEINJURES,"382,572,365.72",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,535,AtenciOn Integral Para Adolescentes y Adultos JOvenes en Conflicto con la Ley,"181,869,998.81",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,536,AtenciOn Integral a Preliberados y Liberados,"27,436,099.81",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,537,Custodia y Vigilancia Penitenciaria,"162,622,058.38",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,545,AtenciOn Integral a VIctimas del Delito,"22,228,594.76",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,550,"Estrategias de Inteligencia para la investigaciOn, la PrevenciOn, PersecuciOn y SanciOn de los Delitos","247,583,924.87",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,551,Justicia restaurativa en favor de la VIctima,"14,256,280.00",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,558,"Fortalecimiento para la ProcuraciOn de Justicia, Humanitaria, Pronta, Expedita con Estricto Apego a la Ley","20,105,591.10",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,559,CoordinaciOn y GestiOn del Despacho del Fiscal Regional,"1,025,826.20",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,560,ProcuraciOn de Justicia Pronta y Expedita,"149,114,786.34",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,565,Carpetas de InvestigaciOn que se Judicializan en beneficio de la Sociedad,"170,048,588.16",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,571,"AtenciOn, CaptaciOn y Medidas de ProtecciOn a VIctimas del Delito","252,534,581.12",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,576,Control de procesos del Sistema Tradicional,"2,689,490.97",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,588,Investigar y Perseguir los Delitos Electorales de Orden Estatal,"13,069,638.00",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,589,Desarrollo de Ejercicios Consultivos de ProcuraciOn de Justicia,"8,293,591.61",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,FISCALIA GENERAL DEL ESTADO,922,BUsqueda y LocalizaciOn de Personas Desaparecidas,"17,177,706.00",2018
PROGRAMABLE,FISCALIA GENERAL DEL ESTADO,INDUSTRIA JALISCIENSE DE REHABILITACION SOCIAL,579,CapacitaciOn y talleres en Centros de ReadaptaciOn Social del Estado de Jalisco,"7,147,400.00",2018
